feature,shap_importance,feature_type
robA_A207P,0.0,Tier2+Tier1B
folA_W78*,0.0,Tier2+Tier1B
pmrB_T332A,0.0,Tier2+Tier1B
parC_Q695L,0.0,Tier2+Tier1B
rpoB_Y469*,0.0,Tier2+Tier1B
parC_G53C,0.0,Tier2+Tier1B
parC_P162A,0.0,Tier2+Tier1B
gyrA_I528F,0.0,Tier2+Tier1B
parE_G546C,0.0,Tier2+Tier1B
ftsI_S564R,0.0,Tier2+Tier1B
robA_D75Y,0.0,Tier2+Tier1B
robA_G47C,0.0,Tier2+Tier1B
robA_L168F,0.0,Tier2+Tier1B
robA_E150K,0.0,Tier2+Tier1B
robA_S144C,0.0,Tier2+Tier1B
robA_A101S,0.0,Tier2+Tier1B
robA_Q98K,0.0,Tier2+Tier1B
parC_S57C,0.0,Tier2+Tier1B
pmrB_Y318F,0.0,Tier2+Tier1B
ompC_F109L,0.0,Tier2+Tier1B
ompC_V117I,0.0,Tier2+Tier1B
folP_V216M,0.0,Tier2+Tier1B
phoQ_V198M,0.0,Tier2+Tier1B
gyrB_I375L,0.0,Tier2+Tier1B
gyrB_R387C,0.0,Tier2+Tier1B
rpsL_V63M,0.0,Tier2+Tier1B
gyrA_T363S,0.0,Tier2+Tier1B
tolC_V104E,0.0,Tier2+Tier1B
gyrB_S558P,0.0,Tier2+Tier1B
parC_L451M,0.0,Tier2+Tier1B
gyrA_A388T,0.0,Tier2+Tier1B
robA_T200S,0.0,Tier2+Tier1B
phoQ_T244S,0.0,Tier2+Tier1B
phoQ_K2I,0.0,Tier2+Tier1B
ompF_A113P,0.0,Tier2+Tier1B
ompF_T269S,0.0,Tier2+Tier1B
acrR_Y108*,0.0,Tier2+Tier1B
gyrB_G425R,0.0,Tier2+Tier1B
gyrB_E131K,0.0,Tier2+Tier1B
ampC_R325H,0.0,Tier2+Tier1B
pmrB_I86F,0.0,Tier2+Tier1B
ftsI_Q125H,0.0,Tier2+Tier1B
parE_L256M,0.0,Tier2+Tier1B
gyrA_V704M,0.0,Tier2+Tier1B
emrK,0.0,Tier2+Tier1B
emrR,0.0,Tier2+Tier1B
aadA5,0.0,Tier2+Tier1B
acrB,0.0,Tier2+Tier1B
acrD,0.0,Tier2+Tier1B
acrE,0.0,Tier2+Tier1B
acrF,0.0,Tier2+Tier1B
acrS,0.0,Tier2+Tier1B
arr-2,0.0,Tier2+Tier1B
arr-3,0.0,Tier2+Tier1B
bacA,0.0,Tier2+Tier1B
baeR,0.0,Tier2+Tier1B
CTX-M-55,0.0,Tier2+Tier1B
catB3,0.0,Tier2+Tier1B
catI,0.0,Tier2+Tier1B
cmlA5,0.0,Tier2+Tier1B
cmlA6,0.0,Tier2+Tier1B
cpxA,0.0,Tier2+Tier1B
QnrS2,0.0,Tier2+Tier1B
QnrS4,0.0,Tier2+Tier1B
SHV-102,0.0,Tier2+Tier1B
SHV-134,0.0,Tier2+Tier1B
SHV-2,0.0,Tier2+Tier1B
YojI,0.0,Tier2+Tier1B
aadA,0.0,Tier2+Tier1B
baeS,0.0,Tier2+Tier1B
gadW,0.0,Tier2+Tier1B
gadX,0.0,Tier2+Tier1B
kdpE,0.0,Tier2+Tier1B
marR_I137L,0.0,Tier2+Tier1B
linG,0.0,Tier2+Tier1B
lnuG,0.0,Tier2+Tier1B
marA,0.0,Tier2+Tier1B
mdfA,0.0,Tier2+Tier1B
mdtA,0.0,Tier2+Tier1B
mdtB,0.0,Tier2+Tier1B
mdtC,0.0,Tier2+Tier1B
mdtE,0.0,Tier2+Tier1B
emrD,0.0,Tier2+Tier1B
dfrA10,0.0,Tier2+Tier1B
dfrA12,0.0,Tier2+Tier1B
dfrA14,0.0,Tier2+Tier1B
dfrA17,0.0,Tier2+Tier1B
dfrA19,0.0,Tier2+Tier1B
dfrA21,0.0,Tier2+Tier1B
dfrA5,0.0,Tier2+Tier1B
dfrA7,0.0,Tier2+Tier1B
dfrA8,0.0,Tier2+Tier1B
dfrB1,0.0,Tier2+Tier1B
emrA,0.0,Tier2+Tier1B
emrB,0.0,Tier2+Tier1B
determinant_of_bleomycin_resistance,0.0,Tier2+Tier1B
Escherichia_coli_CpxR,0.0,Tier2+Tier1B
Escherichia_coli_LamB,0.0,Tier2+Tier1B
Escherichia_coli_acrA,0.0,Tier2+Tier1B
Escherichia_coli_rob,0.0,Tier2+Tier1B
FosA4,0.0,Tier2+Tier1B
FosA6,0.0,Tier2+Tier1B
FosA7,0.0,Tier2+Tier1B
GES-20,0.0,Tier2+Tier1B
H-NS,0.0,Tier2+Tier1B
MCR-1,0.0,Tier2+Tier1B
MCR-3,0.0,Tier2+Tier1B
AAC(6')-Iaf,0.0,Tier2+Tier1B
aadA12,0.0,Tier2+Tier1B
APH(3'')-Ib,0.0,Tier2+Tier1B
APH(3')-IIa,0.0,Tier2+Tier1B
APH(3')-Ia,0.0,Tier2+Tier1B
APH(4)-Ia,0.0,Tier2+Tier1B
APH(6)-Id,0.0,Tier2+Tier1B
CARB-3,0.0,Tier2+Tier1B
CMY-59,0.0,Tier2+Tier1B
CRP,0.0,Tier2+Tier1B
CTX-M-1,0.0,Tier2+Tier1B
CTX-M-14,0.0,Tier2+Tier1B
CTX-M-15,0.0,Tier2+Tier1B
CTX-M-27,0.0,Tier2+Tier1B
ANT(2'')-Ia,0.0,Tier2+Tier1B
aadA13,0.0,Tier2+Tier1B
aadA17,0.0,Tier2+Tier1B
aadA2,0.0,Tier2+Tier1B
aadA22,0.0,Tier2+Tier1B
aadA25,0.0,Tier2+Tier1B
aadA4,0.0,Tier2+Tier1B
Mrx,0.0,Tier2+Tier1B
NDM-1,0.0,Tier2+Tier1B
NDM-5,0.0,Tier2+Tier1B
OXA-1,0.0,Tier2+Tier1B
OXA-15,0.0,Tier2+Tier1B
OXA-2,0.0,Tier2+Tier1B
ErmB,0.0,Tier2+Tier1B
PmrC,0.0,Tier2+Tier1B
PmrF,0.0,Tier2+Tier1B
QepA2,0.0,Tier2+Tier1B
QnrA1,0.0,Tier2+Tier1B
QnrB1,0.0,Tier2+Tier1B
QnrB44,0.0,Tier2+Tier1B
QnrD1,0.0,Tier2+Tier1B
QnrS1,0.0,Tier2+Tier1B
CTX-M-9,0.0,Tier2+Tier1B
EreA2,0.0,Tier2+Tier1B
EreB,0.0,Tier2+Tier1B
Erm(42),0.0,Tier2+Tier1B
OXA-9,0.0,Tier2+Tier1B
gyrB_T175S,0.0,Tier2+Tier1B
pmrB_T109S,0.0,Tier2+Tier1B
parC_N342Y,0.0,Tier2+Tier1B
parC_L344R,0.0,Tier2+Tier1B
parC_K277E,0.0,Tier2+Tier1B
parC_V358M,0.0,Tier2+Tier1B
parC_A317P,0.0,Tier2+Tier1B
parC_I299L,0.0,Tier2+Tier1B
parE_E545K,0.0,Tier2+Tier1B
gyrB_G733C,0.0,Tier2+Tier1B
gyrA_S689C,0.0,Tier2+Tier1B
gyrB_R788C,0.0,Tier2+Tier1B
robA_T89S,0.0,Tier2+Tier1B
parC_P181A,0.0,Tier2+Tier1B
ampC_N118H,0.0,Tier2+Tier1B
ompC_I81F,0.0,Tier2+Tier1B
gyrB_I802F,0.0,Tier2+Tier1B
parC_T623S,0.0,Tier2+Tier1B
parC_K155E,0.0,Tier2+Tier1B
parC_T66S,0.0,Tier2+Tier1B
parC_H77Y,0.0,Tier2+Tier1B
parC_C82R,0.0,Tier2+Tier1B
parC_A108T,0.0,Tier2+Tier1B
parC_T150A,0.0,Tier2+Tier1B
phoP_G121R,0.0,Tier2+Tier1B
parC_R361*,0.0,Tier2+Tier1B
parE_L391M,0.0,Tier2+Tier1B
gyrB_E711K,0.0,Tier2+Tier1B
parE_E335K,0.0,Tier2+Tier1B
gyrA_R725C,0.0,Tier2+Tier1B
thyA_G251S,0.0,Tier2+Tier1B
parE_G282R,0.0,Tier2+Tier1B
pmrB_A291P,0.0,Tier2+Tier1B
gyrA_A526P,0.0,Tier2+Tier1B
gyrB_D562Y,0.0,Tier2+Tier1B
robA_E193K,0.0,Tier2+Tier1B
parE_Y482H,0.0,Tier2+Tier1B
parC_A116T,0.0,Tier2+Tier1B
parC_L10V,0.0,Tier2+Tier1B
gyrA_T668S,0.0,Tier2+Tier1B
gyrB_N294Y,0.0,Tier2+Tier1B
parE_R432C,0.0,Tier2+Tier1B
marR_W68C,0.0,Tier2+Tier1B
parC_S552C,0.0,Tier2+Tier1B
parC_L165M,0.0,Tier2+Tier1B
parC_G171R,0.0,Tier2+Tier1B
parC_T178A,0.0,Tier2+Tier1B
parC_T217P,0.0,Tier2+Tier1B
parC_K62E,0.0,Tier2+Tier1B
parC_S50T,0.0,Tier2+Tier1B
parC_Q42K,0.0,Tier2+Tier1B
parC_P675A,0.0,Tier2+Tier1B
gyrB_D756Y,0.0,Tier2+Tier1B
gyrA_D692Y,0.0,Tier2+Tier1B
phoP_T211S,0.0,Tier2+Tier1B
parE_K189E,0.0,Tier2+Tier1B
parC_D204H,0.0,Tier2+Tier1B
folP_H208Y,0.0,Tier2+Tier1B
gyrB_D73H,0.0,Tier2+Tier1B
parC_A317T,0.0,Tier2+Tier1B
gyrA_I590L,0.0,Tier2+Tier1B
ampC_S102I,0.0,Tier2+Tier1B
ompC_A99S,0.0,Tier2+Tier1B
soxR_W110*,0.0,Tier2+Tier1B
phoQ_A22S,0.0,Tier2+Tier1B
robA_Q220K,0.0,Tier2+Tier1B
robA_A201T,0.0,Tier2+Tier1B
gyrB_I478F,0.0,Tier2+Tier1B
marR_*71C,0.0,Tier2+Tier1B
gyrA_A455P,0.0,Tier2+Tier1B
parE_G276C,0.0,Tier2+Tier1B
gyrB_D414H,0.0,Tier2+Tier1B
gyrB_A397T,0.0,Tier2+Tier1B
gyrB_E623K,0.0,Tier2+Tier1B
gyrB_T366S,0.0,Tier2+Tier1B
gyrA_A252T,0.0,Tier2+Tier1B
gyrA_G442C,0.0,Tier2+Tier1B
ompF_G239R,0.0,Tier2+Tier1B
phoQ_S12T,0.0,Tier2+Tier1B
ampC_E140K,0.0,Tier2+Tier1B
ftsI_*234*,0.0,Tier2+Tier1B
folP_G59C,0.0,Tier2+Tier1B
gyrA_A855S,0.0,Tier2+Tier1B
folP_V244F,0.0,Tier2+Tier1B
parC_L133M,0.0,Tier2+Tier1B
parC_I254F,0.0,Tier2+Tier1B
parC_Q152K,0.0,Tier2+Tier1B
gyrA_S810T,0.0,Tier2+Tier1B
parC_A64S,0.0,Tier2+Tier1B
parC_R354C,0.0,Tier2+Tier1B
phoQ_D150H,0.0,Tier2+Tier1B
phoQ_E55K,0.0,Tier2+Tier1B
phoQ_P75T,0.0,Tier2+Tier1B
ompF_V155I,0.0,Tier2+Tier1B
ompC_G172R,0.0,Tier2+Tier1B
gyrA_D588Y,0.0,Tier2+Tier1B
tolC_H181Q,0.0,Tier2+Tier1B
ompC_T243P,0.0,Tier2+Tier1B
parE_D289Y,0.0,Tier2+Tier1B
gyrA_G613C,0.0,Tier2+Tier1B
robA_N252Y,0.0,Tier2+Tier1B
gyrA_A457T,0.0,Tier2+Tier1B
phoQ_G417S,0.0,Tier2+Tier1B
gyrA_I390F,0.0,Tier2+Tier1B
pmrB_S12T,0.0,Tier2+Tier1B
pmrB_D315Y,0.0,Tier2+Tier1B
phoQ_S423C,0.0,Tier2+Tier1B
gyrB_Q721K,0.0,Tier2+Tier1B
ompC_S295T,0.0,Tier2+Tier1B
gyrA_L533M,0.0,Tier2+Tier1B
gyrA_D849H,0.0,Tier2+Tier1B
robA_G222C,0.0,Tier2+Tier1B
folP_Q226K,0.0,Tier2+Tier1B
gyrA_G288C,0.0,Tier2+Tier1B
ampC_L147F,0.0,Tier2+Tier1B
gyrB_L776F,0.0,Tier2+Tier1B
phoQ_L333F,0.0,Tier2+Tier1B
parC_L257M,0.0,Tier2+Tier1B
gyrA_D445H,0.0,Tier2+Tier1B
gyrA_I223L,0.0,Tier2+Tier1B
gyrA_D867Y,0.0,Tier2+Tier1B
gyrA_E871K,0.0,Tier2+Tier1B
gyrB_A772P,0.0,Tier2+Tier1B
parC_R124W,0.0,Tier2+Tier1B
parC_V188M,0.0,Tier2+Tier1B
ampC_G79R,0.0,Tier2+Tier1B
parC_V612M,0.0,Tier2+Tier1B
folP_A40P,0.0,Tier2+Tier1B
parE_P327T,0.0,Tier2+Tier1B
rpoB_S472R,0.0,Tier2+Tier1B
gyrB_A800T,0.0,Tier2+Tier1B
phoQ_P241S,0.0,Tier2+Tier1B
parC_G35R,0.0,Tier2+Tier1B
ompC_T72S,0.0,Tier2+Tier1B
gyrA_A353T,0.0,Tier2+Tier1B
gyrA_A457P,0.0,Tier2+Tier1B
pmrB_S32C,0.0,Tier2+Tier1B
rpoB_*1098*,0.0,Tier2+Tier1B
parC_T607S,0.0,Tier2+Tier1B
ompF_A355T,0.0,Tier2+Tier1B
pmrB_T238N,0.0,Tier2+Tier1B
gyrB_D459H,0.0,Tier2+Tier1B
parC_N395H,0.0,Tier2+Tier1B
gyrA_V737M,0.0,Tier2+Tier1B
gyrA_G740C,0.0,Tier2+Tier1B
gyrA_G858R,0.0,Tier2+Tier1B
gyrA_A271S,0.0,Tier2+Tier1B
phoQ_G329C,0.0,Tier2+Tier1B
robA_I287F,0.0,Tier2+Tier1B
phoQ_V146M,0.0,Tier2+Tier1B
parC_L125M,0.0,Tier2+Tier1B
robA_T124P,0.0,Tier2+Tier1B
parC_A159S,0.0,Tier2+Tier1B
parC_L376V,0.0,Tier2+Tier1B
parC_N385H,0.0,Tier2+Tier1B
gyrB_G435R,0.0,Tier2+Tier1B
parC_A469S,0.0,Tier2+Tier1B
ompC_V106L,0.0,Tier2+Tier1B
rpoB_*887Y,0.0,Tier2+Tier1B
parE_P439A,0.0,Tier2+Tier1B
gyrA_D793Y,0.0,Tier2+Tier1B
gyrA_N224Y,0.0,Tier2+Tier1B
gyrB_A655P,0.0,Tier2+Tier1B
robA_A203T,0.0,Tier2+Tier1B
gyrB_P238T,0.0,Tier2+Tier1B
parC_R305C,0.0,Tier2+Tier1B
gyrB_E656*,0.0,Tier2+Tier1B
parC_G515S,0.0,Tier2+Tier1B
ampC_P160S,0.0,Tier2+Tier1B
parC_R455H,0.0,Tier2+Tier1B
parC_N304Y,0.0,Tier2+Tier1B
parC_N313Y,0.0,Tier2+Tier1B
parC_Q269E,0.0,Tier2+Tier1B
parC_K368E,0.0,Tier2+Tier1B
parC_N669Y,0.0,Tier2+Tier1B
gyrA_T522S,0.0,Tier2+Tier1B
gyrB_A770T,0.0,Tier2+Tier1B
gyrA_T258S,0.0,Tier2+Tier1B
parE_R72S,0.0,Tier2+Tier1B
phoQ_A23T,0.0,Tier2+Tier1B
phoQ_L19M,0.0,Tier2+Tier1B
parC_A219T,0.0,Tier2+Tier1B
tolC_L269V,0.0,Tier2+Tier1B
parC_L285M,0.0,Tier2+Tier1B
parC_D283Y,0.0,Tier2+Tier1B
parC_I346F,0.0,Tier2+Tier1B
ampC_A95T,0.0,Tier2+Tier1B
ampC_R312H,0.0,Tier2+Tier1B
gyrA_V312F,0.0,Tier2+Tier1B
ampC_E37*,0.0,Tier2+Tier1B
parE_S347T,0.0,Tier2+Tier1B
gyrA_G514R,0.0,Tier2+Tier1B
parC_N459S,0.0,Tier2+Tier1B
thyA_G91R,0.0,Tier2+Tier1B
gyrA_T408A,0.0,Tier2+Tier1B
gyrB_P662T,0.0,Tier2+Tier1B
gyrB_T653I,0.0,Tier2+Tier1B
gyrB_T627S,0.0,Tier2+Tier1B
gyrA_D375H,0.0,Tier2+Tier1B
ampC_S80T,0.0,Tier2+Tier1B
parC_A680T,0.0,Tier2+Tier1B
folP_P80A,0.0,Tier2+Tier1B
folP_A66S,0.0,Tier2+Tier1B
phoQ_Q376K,0.0,Tier2+Tier1B
parE_L501M,0.0,Tier2+Tier1B
gyrA_V540F,0.0,Tier2+Tier1B
gyrA_I814F,0.0,Tier2+Tier1B
gyrB_N801H,0.0,Tier2+Tier1B
